"name","feature_type","description","score"
"PICART1","Gene","p53 inducible cancer associated RNA transcript 1 [Source:HGNC Symbol;Acc:HGNC:27576]  PICART1-201 (Transcript name record; description: p53 inducible cancer associated RNA transcript 1,) is an external reference matched to Transcript ENST00000499842","1.1039817"
"LNMICC","Gene","lncRNA associated with lymph node metastasis in cervical cancer [Source:HGNC Symbol;Acc:HGNC:56001]  LNMICC-201 (Transcript name record; description: lncRNA associated with lymph node metastasis in cervical cancer,) is an external reference matched to Transcript ENST00000517670","1.1039817"
"LNC-LBCS","Gene","lncRNA bladder and prostate cancer suppressor, hnRNPK interacting [Source:HGNC Symbol;Acc:HGNC:54418]  LNC-LBCS-201 (Transcript name record; description: lncRNA bladder and prostate cancer suppressor, hnRNPK interacting,) is an external reference matched to Transcript ENST00000424083","1.1039433"
"CASC16","Gene","cancer susceptibility 16 [Source:HGNC Symbol;Acc:HGNC:48608]  CASC16-201 (Transcript name record; description: cancer susceptibility 16,) is an external reference matched to Transcript ENST00000510238","1.1039047"
"PCAT5","Gene","prostate cancer associated transcript 5 [Source:HGNC Symbol;Acc:HGNC:48665]  PCAT5-201 (Transcript name record; description: prostate cancer associated transcript 5,) is an external reference matched to Transcript ENST00000626667","1.103827"
"CT45A5","Gene","cancer/testis antigen family 45 member A5 [Source:HGNC Symbol;Acc:HGNC:33270]  CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A5; CT45A5 [*300796] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A5; CT45A5;;CANCER/TESTIS ANTIGEN 45, MEMBER 5; CT45.5,) is an external reference matched to Gene ENSG00000228836","1.103827"
"CT45A11P","Gene","cancer/testis antigen family 45 member A11, pseudogene [Source:HGNC Symbol;Acc:HGNC:51336]  CT45A11P-201 (Transcript name record; description: cancer/testis antigen family 45 member A11, pseudogene,) is an external reference matched to Transcript ENST00000448043","1.103827"
"CCDST","Gene","cervical cancer associated DHX9 suppressive transcript [Source:HGNC Symbol;Acc:HGNC:55988]  CCDST-201 (Transcript name record; description: cervical cancer associated DHX9 suppressive transcript,) is an external reference matched to Transcript ENST00000429352","1.103827"
"FRGCA","Gene","FOXM1-regulated, gastric cancer associated [Source:HGNC Symbol;Acc:HGNC:51844]  FRGCA-201 (Transcript name record; description: FOXM1-regulated, gastric cancer associated,) is an external reference matched to Transcript ENST00000424933","1.103827"
"CT47A6","Gene","cancer/testis antigen family 47 member A6 [Source:HGNC Symbol;Acc:HGNC:33287]  CT47A11 (NCBI gene (formerly Entrezgene) record; description: cancer/testis antigen family 47 member A11,) is an external reference matched to Gene ENSG00000226023","1.103827"
"CT45A1","Gene","cancer/testis antigen family 45 member A1 [Source:HGNC Symbol;Acc:HGNC:33267]  CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A1; CT45A1 [*300648] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A1; CT45A1;;CANCER/TESTIS ANTIGEN 45, MEMBER 1; CT45.1,) is an external reference matched to Gene ENSG00000268940","1.103827"
"CASC23","Gene","cancer susceptibility 23 [Source:HGNC Symbol;Acc:HGNC:50865]  CASC23-201 (Transcript name record; description: cancer susceptibility 23,) is an external reference matched to Transcript ENST00000534076","1.103827"
"SCAT2","Gene","S-phase cancer associated transcript 2 [Source:HGNC Symbol;Acc:HGNC:53976]  SCAT2-201 (Transcript name record; description: S-phase cancer associated transcript 2,) is an external reference matched to Transcript ENST00000547177","1.103827"
"UCA1","Gene","urothelial cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:37126]  UCA1-201 (Transcript name record; description: urothelial cancer associated 1,) is an external reference matched to Transcript ENST00000397381","1.1038206"
"RAD51D","Gene","RAD51 paralog D [Source:HGNC Symbol;Acc:HGNC:9823]  BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4; BROVCA4 [#614291] (MIM morbid record; description: BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4; BROVCA4,) is an external reference matched to Gene ENSG00000185379","1.1037397"
"AKIP1","Gene","A-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1170]  PROTEIN KINASE A-INTERACTING PROTEIN 1; AKIP1 [*609191] (MIM gene record; description: PROTEIN KINASE A-INTERACTING PROTEIN 1; AKIP1;;PKA-INTERACTING PROTEIN 1;;BREAST CANCER-ASSOCIATED GENE 3; BCA3;;CHROMOSOME 11 OPEN READING FRAME 17; C11ORF17,) is an external reference matched to Gene ENSG00000166452","1.1036651"
"NCOA3","Gene","nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670]  NUCLEAR RECEPTOR COACTIVATOR 3; NCOA3 [*601937] (MIM gene record; description: NUCLEAR RECEPTOR COACTIVATOR 3; NCOA3;;AMPLIFIED IN BREAST CANCER 1; AIB1;;ACTR;;THYROID HORMONE RECEPTOR ACTIVATOR MOLECULE 1; TRAM1;;STEROID RECEPTOR COACTIVATOR 3; SRC3;;RAC3,) is an external reference matched to Gene ENSG00000124151","1.1036651"
"RHOBTB2","Gene","Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]  RHO-RELATED BTB DOMAIN-CONTAINING PROTEIN 2; RHOBTB2 [*607352] (MIM gene record; description: RHO-RELATED BTB DOMAIN-CONTAINING PROTEIN 2; RHOBTB2;;DELETED IN BREAST CANCER 2; DBC2;;KIAA0717,) is an external reference matched to Gene ENSG00000008853","1.1036651"
"ATM","Gene","ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]  BREAST CANCER [#114480] (MIM morbid record; description: BREAST CANCER;;BREAST CANCER, FAMILIAL BREAST CANCER, FAMILIAL MALE, INCLUDED,) is an external reference matched to Gene ENSG00000149311","1.1036651"
"CAGE1","Gene","cancer antigen 1 [Source:HGNC Symbol;Acc:HGNC:21622]  CANCER/TESTIS ANTIGEN 3; CTAG3 [*608304] (MIM gene record; description: CANCER/TESTIS ANTIGEN 3; CTAG3;;CANCER-ASSOCIATED GENE 1; CAGE1,) is an external reference matched to Gene ENSG00000164304","1.1036156"
"LUCAT1","Gene","lung cancer associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:48498]  LUCAT1-201 (Transcript name record; description: lung cancer associated transcript 1,) is an external reference matched to Transcript ENST00000511918","1.1035076"
"TP53","Gene","tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]  BREAST CANCER [#114480] (MIM morbid record; description: BREAST CANCER;;BREAST CANCER, FAMILIAL BREAST CANCER, FAMILIAL MALE, INCLUDED,) is an external reference matched to Gene ENSG00000141510","1.1034927"
"CT45A8","Gene","cancer/testis antigen family 45 member A8 [Source:HGNC Symbol;Acc:HGNC:51261]  CT45A8-201 (Transcript name record; description: cancer/testis antigen family 45 member A8,) is an external reference matched to Transcript ENST00000611438","1.1033978"
"PCAT14","Gene","prostate cancer associated transcript 14 [Source:HGNC Symbol;Acc:HGNC:48977]  PCAT14-201 (Transcript name record; description: prostate cancer associated transcript 14,) is an external reference matched to Transcript ENST00000626825","1.1033978"
"LCAL1","Gene","lung cancer associated lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:25837]  LCAL1-201 (Transcript name record; description: lung cancer associated lncRNA 1,) is an external reference matched to Transcript ENST00000651107","1.1033978"
"THCAT155","Gene","thyroid cancer-associated transcript 155 [Source:NCBI gene (formerly Entrezgene);Acc:100129223]  THCAT155-201 (EntrezGene transcript name record; description: thyroid cancer-associated transcript 155,) is an external reference matched to Transcript ENST00000656838","1.1033978"
"HEPN1","Gene","hepatocellular carcinoma, down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:34400]  CANCER SUSCEPTIBILITY GENE HEPN1; HEPN1 [*611641] (MIM gene record; description: CANCER SUSCEPTIBILITY GENE HEPN1; HEPN1,) is an external reference matched to Gene ENSG00000221932","1.1033978"
"CASC6","Gene","cancer susceptibility 6 [Source:HGNC Symbol;Acc:HGNC:49076]  CASC6-201 (Transcript name record; description: cancer susceptibility 6,) is an external reference matched to Transcript ENST00000437768","1.1033978"
"PCAT7","Gene","prostate cancer associated transcript 7 [Source:HGNC Symbol;Acc:HGNC:48824]  PCAT7-201 (Transcript name record; description: prostate cancer associated transcript 7,) is an external reference matched to Transcript ENST00000452148","1.1033978"
"UICLM","Gene","up-regulated in colorectal cancer liver metastasis [Source:HGNC Symbol;Acc:HGNC:54869]  UICLM-201 (Transcript name record; description: up-regulated in colorectal cancer liver metastasis,) is an external reference matched to Transcript ENST00000418218","1.1033978"
"novel gene","Gene","cancer/testis antigen family 45, member A5 pseudogene","1.1033978"
"novel gene","Gene","melanoma antigen, family E, 1, cancer/testis specific (MAGEE1) pseudogene","1.1033978"
"CT45A9","Gene","cancer/testis antigen family 45 member A9 [Source:HGNC Symbol;Acc:HGNC:51262]  CT45A9-201 (Transcript name record; description: cancer/testis antigen family 45 member A9,) is an external reference matched to Transcript ENST00000604569","1.1033978"
"GCAWKR","Gene","gastric cancer associated WDR5 and KAT2A binding lncRNA [Source:HGNC Symbol;Acc:HGNC:53740]  GCAWKR-201 (Transcript name record; description: gastric cancer associated WDR5 and KAT2A binding lncRNA,) is an external reference matched to Transcript ENST00000431060","1.1033978"
"CT45A6","Gene","cancer/testis antigen family 45 member A6 [Source:HGNC Symbol;Acc:HGNC:33271]  CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A6; CT45A6 [*300797] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A6; CT45A6;;CANCER/TESTIS ANTIGEN 45, MEMBER 6; CT45.6,) is an external reference matched to Gene ENSG00000278289","1.1033424"
"CTAG1A","Gene","cancer/testis antigen 1A [Source:HGNC Symbol;Acc:HGNC:24198]  CANCER/TESTIS ANTIGEN 1A; CTAG1A [*300657] (MIM gene record; description: CANCER/TESTIS ANTIGEN 1A; CTAG1A;;LAGE2A;;LAGE2, CENTROMERIC COPY,) is an external reference matched to Gene ENSG00000268651","1.1033424"
"CT45A3","Gene","cancer/testis antigen family 45 member A3 [Source:HGNC Symbol;Acc:HGNC:33268]  CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A3; CT45A3 [*300794] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A3; CT45A3;;CANCER/TESTIS ANTIGEN 45, MEMBER 3; CT45.3,) is an external reference matched to Gene ENSG00000269096","1.1033424"
"DELEC1","Gene","deleted in esophageal cancer 1 [Source:HGNC Symbol;Acc:HGNC:23658]  DELEC1-201 (Transcript name record; description: deleted in esophageal cancer 1,) is an external reference matched to Transcript ENST00000374016","1.1033145"
"CT47A10","Gene","cancer/testis antigen family 47 member A10 [Source:HGNC Symbol;Acc:HGNC:33291]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A10; CT47A10 [*300789] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A10; CT47A10;;CT47.10,) is an external reference matched to Gene ENSG00000224089","1.1032443"
"CT47A7","Gene","cancer/testis antigen family 47 member A7 [Source:HGNC Symbol;Acc:HGNC:33288]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A7; CT47A7 [*300786] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A7; CT47A7;;CT47.7,) is an external reference matched to Gene ENSG00000228517","1.1032443"
"CT47A8","Gene","cancer/testis antigen family 47 member A8 [Source:HGNC Symbol;Acc:HGNC:33289]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A8; CT47A8 [*300787] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A8; CT47A8;;CT47.8,) is an external reference matched to Gene ENSG00000230347","1.1032443"
"CT47A4","Gene","cancer/testis antigen family 47 member A4 [Source:HGNC Symbol;Acc:HGNC:33285]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A4; CT47A4 [*300783] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A4; CT47A4;;CT47.4,) is an external reference matched to Gene ENSG00000230594","1.1032443"
"CT47A3","Gene","cancer/testis antigen family 47 member A3 [Source:HGNC Symbol;Acc:HGNC:33284]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A3; CT47A3 [*300782] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A3; CT47A3;;CT47.3,) is an external reference matched to Gene ENSG00000236126","1.1032443"
"CT47A1","Gene","cancer/testis antigen family 47 member A1 [Source:HGNC Symbol;Acc:HGNC:33282]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A1; CT47A1 [*300780] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A1; CT47A1;;CT47.1,) is an external reference matched to Gene ENSG00000236371","1.1032443"
"CT47A5","Gene","cancer/testis antigen family 47 member A5 [Source:HGNC Symbol;Acc:HGNC:33286]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A5; CT47A5 [*300784] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A5; CT47A5;;CT47.5,) is an external reference matched to Gene ENSG00000237957","1.1032443"
"CT47A9","Gene","cancer/testis antigen family 47 member A9 [Source:HGNC Symbol;Acc:HGNC:33290]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A9; CT47A9 [*300788] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A9; CT47A9;;CT47.9,) is an external reference matched to Gene ENSG00000226600","1.1032443"
"CT47A11","Gene","cancer/testis antigen family 47 member A11 [Source:HGNC Symbol;Acc:HGNC:27397]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A11; CT47A11 [*300592] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A11; CT47A11;;CT47.11;;LOC255313,) is an external reference matched to Gene ENSG00000226929","1.1032443"
"CT47A2","Gene","cancer/testis antigen family 47 member A2 [Source:HGNC Symbol;Acc:HGNC:33283]  CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A2; CT47A2 [*300781] (MIM gene record; description: CANCER/TESTIS ANTIGEN FAMILY 47, MEMBER A2; CT47A2;;CT47.2,) is an external reference matched to Gene ENSG00000242362","1.1032443"
"AR","Gene","androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]  ANDROGEN INSENSITIVITY, PARTIAL; PAIS [#312300] (MIM morbid record; description: ANDROGEN INSENSITIVITY, PARTIAL; PAIS;;REIFENSTEIN SYNDROME;;ANDROGEN INSENSITIVITY, PARTIAL, WITH OR WITHOUT BREAST CANCER;;FAMILIAL INCOMPLETE MALE PSEUDOHERMAPHRODITISM, TYPE 1,) is an external reference matched to Gene ENSG00000169083","1.1031859"
"CTAG2","Gene","cancer/testis antigen 2 [Source:HGNC Symbol;Acc:HGNC:2492]  CANCER/TESTIS ANTIGEN 2; CTAG2 [*300396] (MIM gene record; description: CANCER/TESTIS ANTIGEN 2; CTAG2;;LAGE1;;CTL-RECOGNIZED ANTIGEN ON MELANOMA; CAMEL,) is an external reference matched to Gene ENSG00000126890","1.1028218"
"CCAR2","Gene","cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]  CELL DIVISION CYCLE AND APOPTOSIS REGULATOR 2; CCAR2 [*607359] (MIM gene record; description: CELL DIVISION CYCLE AND APOPTOSIS REGULATOR 2; CCAR2;;DELETED IN BREAST CANCER 1; DBC1;;KIAA1967 GENE; KIAA1967,) is an external reference matched to Gene ENSG00000158941","1.1026164"
"NCOA6","Gene","nuclear receptor coactivator 6 [Source:HGNC Symbol;Acc:HGNC:15936]  NUCLEAR RECEPTOR COACTIVATOR 6; NCOA6 [*605299] (MIM gene record; description: NUCLEAR RECEPTOR COACTIVATOR 6; NCOA6;;THYROID HORMONE RECEPTOR-BINDING PROTEIN; TRBP;;NUCLEAR RECEPTOR-ACTIVATING PROTEIN, 250-KB; RAP250;;NUCLEAR RECEPTOR COACTIVATOR RAP250; NRC;;PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR-INTERACTING PROTEIN; PRI /.../IVATING SIGNAL COINTEGRATOR 2; ASC2;;AMPLIFIED IN BREAST CANCER 3; AIB3;;KIAA0181,) is an external reference matched to Gene ENSG00000198646","1.1026164"
"MBOAT7","Gene","membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]  MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7 [*606048] (MIM gene record; description: MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7; MBOAT7;;LYSOPHOSPHATIDYLINOSITOL ACYLTRANSFERASE; LPIAT;;MEMBRANE-BOUND O-ACETYLTRANSFERASE 7;;LEUKOCYTE RECEPTOR CLUSTER GENE 4; LENG4;;BREAST AND BLADDER CANCER OVEREXPRESSED GENE 1; BB1,) is an external reference matched to Gene ENSG00000125505","1.1026164"
"ERGIC3","Gene","ERGIC and golgi 3 [Source:HGNC Symbol;Acc:HGNC:15927]  ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT PROTEIN 3; ERGIC3 [*616971] (MIM gene record; description: ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT PROTEIN 3; ERGIC3;;ERGIC AND GOLGI PROTEIN 3;;ENDOPLASMIC RETICULUM-ASSOCIATED PROTEIN, 43-KD; ERP43 BREAST CANCER ANTIGEN NY-BR-84;;CHROMOSOME 20 OPEN READING FRAME 47; C20ORF47,) is an external reference matched to Gene ENSG00000125991","1.1026164"
"BLTP2","Gene","bridge-like lipid transfer protein family member 2 [Source:HGNC Symbol;Acc:HGNC:28960]  BRIDGE-LIKE LIPID TRANSFER PROTEIN FAMILY, MEMBER 2; BLTP2 [*610664] (MIM gene record; description: BRIDGE-LIKE LIPID TRANSFER PROTEIN FAMILY, MEMBER 2; BLTP2;;BREAST CANCER-OVEREXPRESSED GENE 1; BCOX1;;KIAA0100,) is an external reference matched to Gene ENSG00000007202","1.1026164"
"ARID4B","Gene","AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550]  AT-RICH INTERACTION DOMAIN-CONTAINING PROTEIN 4B; ARID4B [*609696] (MIM gene record; description: AT-RICH INTERACTION DOMAIN-CONTAINING PROTEIN 4B; ARID4B;;ARID-CONTAINING PROTEIN 4B;;SIN3A-ASSOCIATED PROTEIN, 180-KD; SAP180;;RETINOBLASTOMA-BINDING PROTEIN 1-LIKE PROTEIN 1; RBP1L1;;RBBP1-LIKE PROTEIN 1; RBBP1L1;;BREAST CANCER-ASSOCIATED ANTIGEN  /.../AA1,) is an external reference matched to Gene ENSG00000054267","1.1026164"
"ABCG2","Gene","ATP binding cassette subfamily G member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74]  ATP-BINDING CASSETTE, SUBFAMILY G, MEMBER 2; ABCG2 [*603756] (MIM gene record; description: ATP-BINDING CASSETTE, SUBFAMILY G, MEMBER 2; ABCG2;;ATP-BINDING CASSETTE TRANSPORTER, PLACENTA-SPECIFIC; ABCP;;BREAST CANCER RESISTANCE PROTEIN; BCRP;;MITOXANTRONE-RESISTANCE PROTEIN; MRX,) is an external reference matched to Gene ENSG00000118777","1.1026164"
"CT55","Gene","cancer/testis antigen 55 [Source:HGNC Symbol;Acc:HGNC:26047]  CT55-201 (Transcript name record; description: cancer/testis antigen 55,) is an external reference matched to Transcript ENST00000276241","1.1025137"
"CT45A7","Gene","cancer/testis antigen family 45 member A7 [Source:HGNC Symbol;Acc:HGNC:51260]  CT45A7-201 (Transcript name record; description: cancer/testis antigen family 45 member A7,) is an external reference matched to Transcript ENST00000610598","1.1025137"
"CT47A12","Gene","cancer/testis antigen family 47 member A12 [Source:HGNC Symbol;Acc:HGNC:33292]  CT47A12-201 (Transcript name record; description: cancer/testis antigen family 47 member A12,) is an external reference matched to Transcript ENST00000419982","1.1024501"
"VOPP1","Gene","VOPP1 WW domain binding protein [Source:HGNC Symbol;Acc:HGNC:34518]  VESICULAR, OVEREXPRESSED IN CANCER, PROSURVIVAL PROTEIN 1; VOPP1 [*611915] (MIM gene record; description: VESICULAR, OVEREXPRESSED IN CANCER, PROSURVIVAL PROTEIN 1; VOPP1;;EGFR-COAMPLIFIED AND OVEREXPRESSED PROTEIN; ECOP;;GLIOBLASTOMA-AMPLIFIED SECRETED PROTEIN; GASP,) is an external reference matched to Gene ENSG00000154978","1.1024021"
"CT45A10","Gene","cancer/testis antigen family 45 member A10 [Source:HGNC Symbol;Acc:HGNC:51263]  CT45A10-201 (Transcript name record; description: cancer/testis antigen family 45 member A10,) is an external reference matched to Transcript ENST00000611668","1.1022556"
